mmkp_a_07.txt,24585
mmkp_a_08.txt,36856
mmkp_a_09.txt,49147
mmkp_a_10.txt,61435
mmkp_a_11.txt,73749
mmkp_a_12.txt,86067
mmkp_a_13.txt,98388
mmkp_b_01.txt,10714
mmkp_b_02.txt,13594
mmkp_b_03.txt,10940
mmkp_b_04.txt,14432
mmkp_b_05.txt,17037
mmkp_b_06.txt,16804
mmkp_b_07.txt,16410
mmkp_b_08.txt,17486
mmkp_b_09.txt,17746
mmkp_b_10.txt,19287
mmkp_b_11.txt,19414
mmkp_b_12.txt,21719
mmkp_b_13.txt,21230
mmkp_b_14.txt,32235
mmkp_b_15.txt,38329
mmkp_b_16.txt,42617
mmkp_b_17.txt,53139
mmkp_b_18.txt,59792
mmkp_b_19.txt,64013
mmkp_b_20.txt,75032
mmkp_c_21.txt,44212
mmkp_c_22.txt,41104
mmkp_c_23.txt,41630
mmkp_c_24.txt,40914
mmkp_c_25.txt,44126
mmkp_c_26.txt,44440
mmkp_c_27.txt,87564
mmkp_c_28.txt,134568
mmkp_c_29.txt,179134
mmkp_c_30.txt,214130
mmkp_d_100.txt,253779
mmkp_d_101.txt,182340
mmkp_d_102.txt,215755
mmkp_d_103.txt,186905
mmkp_d_105.txt,176424
mmkp_d_106.txt,228071
mmkp_d_107.txt,253023
mmkp_d_108.txt,238091
mmkp_d_109.txt,210971
mmkp_d_10.txt,27257
mmkp_d_110.txt,178988
mmkp_d_111.txt,161440
mmkp_d_112.txt,197946
mmkp_d_113.txt,281721
mmkp_d_114.txt,327493
mmkp_d_115.txt,264978
mmkp_d_116.txt,303307
mmkp_d_117.txt,299415
mmkp_d_118.txt,324075
mmkp_d_119.txt,361412
mmkp_d_11.txt,29233
mmkp_d_120.txt,324318
mmkp_d_121.txt,260743
mmkp_d_122.txt,367139
mmkp_d_123.txt,325433
mmkp_d_124.txt,267175
mmkp_d_129.txt,42784
mmkp_d_12.txt,30244
mmkp_d_130.txt,63184
mmkp_d_131.txt,61689
mmkp_d_132.txt,61694
mmkp_d_133.txt,60116
mmkp_d_134.txt,48143
mmkp_d_135.txt,56166
mmkp_d_136.txt,68704
mmkp_d_137.txt,58270
mmkp_d_138.txt,50949
mmkp_d_139.txt,65344
mmkp_d_13.txt,30833
mmkp_d_140.txt,66326
mmkp_d_141.txt,66247
mmkp_d_142.txt,58494
mmkp_d_143.txt,69306
mmkp_d_144.txt,61296
mmkp_d_145.txt,150999
mmkp_d_146.txt,157353
mmkp_d_147.txt,146912
mmkp_d_148.txt,152242
mmkp_d_149.txt,136374
mmkp_d_14.txt,40773
mmkp_d_150.txt,152172
mmkp_d_151.txt,143701
mmkp_d_152.txt,139786
